Content,Sample Name,Sample,Dilution,Dest Well,Transferred,Destination Plate Barcode
NEG2_25,NEG1,0,25,H3,TRUE,R_3_3
Sample16_100,S2020_034,4,100,I3,TRUE,R_3_3
Sample17_25,S2020_034,5,25,J3,TRUE,R_3_3
Sample17_100,S2020_034,5,100,K3,TRUE,R_3_3
Sample18_25,S2020_035,1,25,L3,TRUE,R_3_3
Sample18_100,S2020_035,1,100,M3,TRUE,R_3_3
Sample19_25,S2020_036,1,25,N3,TRUE,R_3_3
Sample19_100,S2020_036,1,100,O3,TRUE,R_3_3
Sample20_25,S2020_037,1,25,P3,TRUE,R_3_3
Sample20_100,S2020_037,1,100,A4,TRUE,R_3_3
Sample21_25,S2017_289,1,25,B4,TRUE,R_3_3
Sample21_100,S2017_289,1,100,C4,TRUE,R_3_3
Sample22_25,S2017_290,1,25,D4,TRUE,R_3_3
Sample22_100,S2017_290,1,100,E4,TRUE,R_3_3
Sample23_25,S2017_291,1,25,F4,TRUE,R_3_3
Sample23_100,S2017_291,1,100,G4,TRUE,R_3_3
NEG2_100,NEG1,0,100,H4,TRUE,R_3_3
Sample24_25,S2017_292,1,25,I4,TRUE,R_3_3
Sample24_100,S2017_292,1,100,J4,TRUE,R_3_3
Sample25_25,S2017_293,1,25,K4,TRUE,R_3_3
Sample25_100,S2017_293,1,100,L4,TRUE,R_3_3
Sample26_25,S2017_294,1,25,M4,TRUE,R_3_3
Sample26_100,S2017_294,1,100,N4,TRUE,R_3_3
POS2_25,POS2,0,25,O4,TRUE,R_3_3
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,P4,TRUE,R_3_3
Sample27_25,S2017_295,1,25,A5,TRUE,R_3_3
NEG1_25,NEG1,0,25,B5,TRUE,R_3_3
Sample27_100,S2017_295,1,100,C5,TRUE,R_3_3
Sample28_25,S2017_296,1,25,D5,TRUE,R_3_3
Sample28_100,S2017_296,1,100,E5,TRUE,R_3_3
Sample29_25,S2017_297,1,25,F5,TRUE,R_3_3
Sample29_100,S2017_297,1,100,G5,TRUE,R_3_3
Sample30_25,S2017_298,1,25,H5,TRUE,R_3_3
Sample30_100,S2017_298,1,100,I5,TRUE,R_3_3
Sample31_25,S2017_299,1,25,J5,TRUE,R_3_3
Sample31_100,S2017_299,1,100,K5,TRUE,R_3_3
Sample32_25,S2017_300,1,25,L5,TRUE,R_3_3
Sample32_100,S2017_300,1,100,M5,TRUE,R_3_3
Sample33_25,S2017_301,1,25,N5,TRUE,R_3_3
POS2_100,POS2,0,100,O5,TRUE,R_3_3
Sample33_100,S2017_301,1,100,P5,TRUE,R_3_3
Sample34_25,S2017_302,1,25,A6,TRUE,R_3_3
NEG1_100,NEG1,0,100,B6,TRUE,R_3_3
Sample34_100,S2017_302,1,100,C6,TRUE,R_3_3
Sample35_25,S2017_303,1,25,D6,TRUE,R_3_3
Sample35_100,S2017_303,1,100,E6,TRUE,R_3_3
Cells only,NEG2,0,1,F6,TRUE,R_3_3
Sample36_25,S2017_304,1,25,G6,TRUE,R_3_3
Sample36_100,S2017_304,1,100,H6,TRUE,R_3_3
Sample37_25,S2017_305,1,25,I6,TRUE,R_3_3
Sample37_100,S2017_305,1,100,J6,TRUE,R_3_3
Sample38_25,S2017_306,1,25,K6,TRUE,R_3_3
Sample38_100,S2017_306,1,100,L6,TRUE,R_3_3
Sample39_25,S2017_307,1,25,M6,TRUE,R_3_3
Sample39_100,S2017_307,1,100,N6,TRUE,R_3_3
Sample40_25,S2017_308,1,25,O6,TRUE,R_3_3
Sample40_100,S2017_308,1,100,P6,TRUE,R_3_3
Cells only,NEG2,0,1,A7,TRUE,R_3_3
Sample41_25,S2017_309,1,25,B7,TRUE,R_3_3
Sample41_100,S2017_309,1,100,C7,TRUE,R_3_3
Sample42_25,S2017_310,1,25,D7,TRUE,R_3_3
Sample42_100,S2017_310,1,100,E7,TRUE,R_3_3
Sample43_25,S2017_311,1,25,F7,TRUE,R_3_3
Sample43_100,S2017_311,1,100,G7,TRUE,R_3_3
Sample44_25,S2017_312,1,25,H7,TRUE,R_3_3
Sample44_100,S2017_312,1,100,I7,TRUE,R_3_3
NEG3_25,NEG1,0,25,J7,TRUE,R_3_3
Sample45_25,S2017_313,1,25,K7,TRUE,R_3_3
Sample45_100,S2017_313,1,100,L7,TRUE,R_3_3
Sample46_25,S2017_314,1,25,M7,TRUE,R_3_3
Sample46_100,S2017_314,1,100,N7,TRUE,R_3_3
Sample47_25,S2017_315,1,25,O7,TRUE,R_3_3
Sample47_100,S2017_315,1,100,P7,TRUE,R_3_3
Sample48_25,S2017_316,1,25,A8,TRUE,R_3_3
Sample48_100,S2017_316,1,100,B8,TRUE,R_3_3
Sample49_25,S2017_317,1,25,C8,TRUE,R_3_3
Sample49_100,S2017_317,1,100,D8,TRUE,R_3_3
Sample50_25,S2017_318,1,25,E8,TRUE,R_3_3
POS1_25,POS1,0,25,F8,TRUE,R_3_3
Sample50_100,S2017_318,1,100,G8,TRUE,R_3_3
Sample51_25,S2017_319,1,25,H8,TRUE,R_3_3
Sample51_100,S2017_319,1,100,I8,TRUE,R_3_3
NEG3_100,NEG1,0,100,J8,TRUE,R_3_3
Sample52_25,S2017_320,1,25,K8,TRUE,R_3_3
Sample52_100,S2017_320,1,100,L8,TRUE,R_3_3
Sample53_25,S2017_321,1,25,M8,TRUE,R_3_3
Sample53_100,S2017_321,1,100,N8,TRUE,R_3_3
Sample54_25,S2017_322,1,25,O8,TRUE,R_3_3
Sample54_100,S2017_322,1,100,P8,TRUE,R_3_3
NEG2_25,NEG1,0,25,A9,TRUE,R_3_3
Sample55_25,S2017_323,1,25,B9,TRUE,R_3_3
Sample55_100,S2017_323,1,100,C9,TRUE,R_3_3
Sample56_25,S2017_324,1,25,D9,TRUE,R_3_3
Sample56_100,S2017_324,1,100,E9,TRUE,R_3_3
POS1_100,POS1,0,100,F9,TRUE,R_3_3
Sample57_25,S2017_325,1,25,G9,TRUE,R_3_3
Sample57_100,S2017_325,1,100,H9,TRUE,R_3_3
Sample58_25,S2017_326,1,25,I9,TRUE,R_3_3
Sample58_100,S2017_326,1,100,J9,TRUE,R_3_3
Sample59_25,S2017_327,1,25,K9,TRUE,R_3_3
Sample59_100,S2017_327,1,100,L9,TRUE,R_3_3
Sample60_25,S2017_328,1,25,M9,TRUE,R_3_3
Sample60_100,S2017_328,1,100,N9,TRUE,R_3_3
Sample61_25,S2017_329,1,25,O9,TRUE,R_3_3
Sample61_100,S2017_329,1,100,P9,TRUE,R_3_3
NEG2_100,NEG1,0,100,A10,TRUE,R_3_3
Sample62_25,S2017_330,1,25,B10,TRUE,R_3_3
Sample62_100,S2017_330,1,100,C10,TRUE,R_3_3
Sample63_25,S2017_331,1,25,D10,TRUE,R_3_3
Sample63_100,S2017_331,1,100,E10,TRUE,R_3_3
Sample64_25,S2017_332,1,25,F10,TRUE,R_3_3
Sample64_100,S2017_332,1,100,G10,TRUE,R_3_3
anti-HIS/HA antibody,CTRL2,0,1,H10,TRUE,R_3_3
Sample65_25,S2017_333,1,25,I10,TRUE,R_3_3
Sample65_100,S2017_333,1,100,J10,TRUE,R_3_3
Sample66_25,S2017_334,1,25,K10,TRUE,R_3_3
Sample66_100,S2017_334,1,100,L10,TRUE,R_3_3
Sample67_25,S2017_335,1,25,M10,TRUE,R_3_3
Sample67_100,S2017_335,1,100,N10,TRUE,R_3_3
Sample68_25,S2017_336,1,25,O10,TRUE,R_3_3
Sample68_100,S2017_336,1,100,P10,TRUE,R_3_3
Sample69_25,S2017_337,1,25,A11,TRUE,R_3_3
Sample69_100,S2017_337,1,100,B11,TRUE,R_3_3
Sample70_25,S2017_338,1,25,C11,TRUE,R_3_3
Sample70_100,S2017_338,1,100,D11,TRUE,R_3_3
Sample71_25,S2017_339,1,25,E11,TRUE,R_3_3
Sample71_100,S2017_339,1,100,F11,TRUE,R_3_3
Sample72_25,S2017_340,1,25,G11,TRUE,R_3_3
Sample72_100,S2017_340,1,100,H11,TRUE,R_3_3
Sample73_25,S2017_341,1,25,I11,TRUE,R_3_3
Sample73_100,S2017_341,1,100,J11,TRUE,R_3_3
Sample74_25,S2017_342,1,25,K11,TRUE,R_3_3
NEG1_25,NEG1,0,25,L11,TRUE,R_3_3
Sample74_100,S2017_342,1,100,M11,TRUE,R_3_3
Sample75_25,S2017_343,1,25,N11,TRUE,R_3_3
Sample75_100,S2017_343,1,100,O11,TRUE,R_3_3
Sample76_25,S2017_344,1,25,P11,TRUE,R_3_3
Sample76_100,S2017_344,1,100,A12,TRUE,R_3_3
Sample77_25,S2017_345,1,25,B12,TRUE,R_3_3
Sample77_100,S2017_345,1,100,C12,TRUE,R_3_3
Sample78_25,S2017_346,1,25,D12,TRUE,R_3_3
Sample78_100,S2017_346,1,100,E12,TRUE,R_3_3
Sample79_25,S2017_347,1,25,F12,TRUE,R_3_3
Sample79_100,S2017_347,1,100,G12,TRUE,R_3_3
Sample80_25,S2017_348,1,25,H12,TRUE,R_3_3
Sample80_100,S2017_348,1,100,I12,TRUE,R_3_3
Sample81_25,S2017_349,1,25,J12,TRUE,R_3_3
Sample81_100,S2017_349,1,100,K12,TRUE,R_3_3
NEG1_100,NEG1,0,100,L12,TRUE,R_3_3
Sample82_25,S2017_350,1,25,M12,TRUE,R_3_3
Sample82_100,S2017_350,1,100,N12,TRUE,R_3_3
Sample83_25,S2017_351,1,25,O12,TRUE,R_3_3
Sample83_100,S2017_351,1,100,P12,TRUE,R_3_3
Secondaries only,NEG3,0,1,A13,TRUE,R_3_3
Sample84_25,S2017_352,1,25,B13,TRUE,R_3_3
Sample84_100,S2017_352,1,100,C13,TRUE,R_3_3
Sample85_25,S2017_353,1,25,D13,TRUE,R_3_3
Sample85_100,S2017_353,1,100,E13,TRUE,R_3_3
Sample86_25,S2017_354,1,25,F13,TRUE,R_3_3
Sample86_100,S2017_354,1,100,G13,TRUE,R_3_3
Sample87_25,S2017_355,1,25,H13,TRUE,R_3_3
Sample87_100,S2017_355,1,100,I13,TRUE,R_3_3
Sample88_25,S2017_356,1,25,J13,TRUE,R_3_3
Sample88_100,S2017_356,1,100,K13,TRUE,R_3_3
Sample89_25,S2017_357,1,25,L13,TRUE,R_3_3
Sample89_100,S2017_357,1,100,M13,TRUE,R_3_3
Sample90_25,S2017_358,1,25,N13,TRUE,R_3_3
Sample90_100,S2017_358,1,100,O13,TRUE,R_3_3
Cells only,NEG2,0,1,P13,TRUE,R_3_3
Sample91_25,S2017_359,1,25,A14,TRUE,R_3_3
Sample91_100,S2017_359,1,100,B14,TRUE,R_3_3
Sample92_25,S2017_360,1,25,C14,TRUE,R_3_3
Sample92_100,S2017_360,1,100,D14,TRUE,R_3_3
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,E14,TRUE,R_3_3
Sample93_25,S2017_361,1,25,F14,TRUE,R_3_3
Sample93_100,S2017_361,1,100,G14,TRUE,R_3_3
Sample94_25,S2017_362,1,25,H14,TRUE,R_3_3
Sample94_100,S2017_362,1,100,I14,TRUE,R_3_3
POS1_25,POS1,0,25,J14,TRUE,R_3_3
Sample95_25,S2017_363,1,25,K14,TRUE,R_3_3
Sample95_100,S2017_363,1,100,L14,TRUE,R_3_3
Sample96_25,S2017_364,1,25,M14,TRUE,R_3_3
Sample96_100,S2017_364,1,100,N14,TRUE,R_3_3
Sample97_25,S2017_365,1,25,O14,TRUE,R_3_3
Sample97_100,S2017_365,1,100,P14,TRUE,R_3_3
Sample98_25,S2017_366,1,25,A15,TRUE,R_3_3
NEG1_25,NEG1,0,25,B15,TRUE,R_3_3
Sample98_100,S2017_366,1,100,C15,TRUE,R_3_3
Sample99_25,S2017_367,1,25,D15,TRUE,R_3_3
Sample99_100,S2017_367,1,100,E15,TRUE,R_3_3
Sample100_25,S2017_368,1,25,F15,TRUE,R_3_3
Sample100_100,S2017_368,1,100,G15,TRUE,R_3_3
Sample101_25,S2017_369,1,25,H15,TRUE,R_3_3
Sample101_100,S2017_369,1,100,I15,TRUE,R_3_3
POS1_100,POS1,0,100,J15,TRUE,R_3_3
Sample102_25,S2017_370,1,25,K15,TRUE,R_3_3
Sample102_100,S2017_370,1,100,L15,TRUE,R_3_3
Sample103_25,S2017_371,1,25,M15,TRUE,R_3_3
Sample103_100,S2017_371,1,100,N15,TRUE,R_3_3
NEG2_25,NEG1,0,25,O15,TRUE,R_3_3
Sample104_25,S2017_372,1,25,P15,TRUE,R_3_3
Sample104_100,S2017_372,1,100,A16,TRUE,R_3_3
NEG1_100,NEG1,0,100,B16,TRUE,R_3_3
Sample105_25,S2017_373,1,25,C16,TRUE,R_3_3
Sample105_100,S2017_373,1,100,D16,TRUE,R_3_3
Sample106_25,S2017_374,1,25,E16,TRUE,R_3_3
Sample106_100,S2017_374,1,100,F16,TRUE,R_3_3
Sample107_25,S2017_375,1,25,G16,TRUE,R_3_3
Sample107_100,S2017_375,1,100,H16,TRUE,R_3_3
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,I16,TRUE,R_3_3
Sample108_25,S2017_376,1,25,J16,TRUE,R_3_3
Sample108_100,S2017_376,1,100,K16,TRUE,R_3_3
Sample109_25,S2017_377,1,25,L16,TRUE,R_3_3
Sample109_100,S2017_377,1,100,M16,TRUE,R_3_3
Sample110_25,S2017_378,1,25,N16,TRUE,R_3_3
NEG2_100,NEG1,0,100,O16,TRUE,R_3_3
Sample110_100,S2017_378,1,100,P16,TRUE,R_3_3
Sample111_25,S2017_379,1,25,A17,TRUE,R_3_3
Sample111_100,S2017_379,1,100,B17,TRUE,R_3_3
POS2_25,POS2,0,25,C17,TRUE,R_3_3
Sample112_25,S2017_380,1,25,D17,TRUE,R_3_3
Sample112_100,S2017_380,1,100,E17,TRUE,R_3_3
Sample113_25,S2017_381,1,25,F17,TRUE,R_3_3
Sample113_100,S2017_381,1,100,G17,TRUE,R_3_3
Sample114_25,S2017_382,1,25,H17,TRUE,R_3_3
Sample114_100,S2017_382,1,100,I17,TRUE,R_3_3
Sample115_25,S2017_383,1,25,J17,TRUE,R_3_3
Sample115_100,S2017_383,1,100,K17,TRUE,R_3_3
Sample116_25,S2017_384,1,25,L17,TRUE,R_3_3
Sample116_100,S2017_384,1,100,M17,TRUE,R_3_3
F5_25,F5_25,0,25,N17,TRUE,R_3_3
F5_100,F5_100,0,100,O17,TRUE,R_3_3
F6_25,F6_25,0,25,P17,TRUE,R_3_3
anti-HIS/HA antibody,CTRL2,0,1,A18,TRUE,R_3_3
F6_100,F6_100,0,100,B18,TRUE,R_3_3
POS2_100,POS2,0,100,C18,TRUE,R_3_3
F7_25,F7_25,0,25,D18,TRUE,R_3_3
F7_100,F7_100,0,100,E18,TRUE,R_3_3
F8_25,F8_25,0,25,F18,TRUE,R_3_3
F8_100,F8_100,0,100,G18,TRUE,R_3_3
Sample121_25,EMPTY,0,25,H18,TRUE,R_3_3
Sample121_100,EMPTY,0,100,I18,TRUE,R_3_3
Sample122_25,EMPTY,0,25,J18,TRUE,R_3_3
Sample122_100,EMPTY,0,100,K18,TRUE,R_3_3
Sample123_25,EMPTY,0,25,L18,TRUE,R_3_3
Sample123_100,EMPTY,0,100,M18,TRUE,R_3_3
Sample124_25,EMPTY,0,25,N18,TRUE,R_3_3
Sample124_100,EMPTY,0,100,O18,TRUE,R_3_3
Sample125_25,EMPTY,0,25,P18,TRUE,R_3_3
Sample125_100,EMPTY,0,100,A19,TRUE,R_3_3
Sample126_25,EMPTY,0,25,B19,TRUE,R_3_3
Sample126_100,EMPTY,0,100,C19,TRUE,R_3_3
Sample127_25,EMPTY,0,25,D19,TRUE,R_3_3
Sample127_100,EMPTY,0,100,E19,TRUE,R_3_3
Sample128_25,EMPTY,0,25,F19,TRUE,R_3_3
Sample128_100,EMPTY,0,100,G19,TRUE,R_3_3
Sample129_25,EMPTY,0,25,H19,TRUE,R_3_3
Sample129_100,EMPTY,0,100,I19,TRUE,R_3_3
Sample130_25,EMPTY,0,25,J19,TRUE,R_3_3
Sample130_100,EMPTY,0,100,K19,TRUE,R_3_3
Sample131_25,EMPTY,0,25,L19,TRUE,R_3_3
Sample131_100,EMPTY,0,100,M19,TRUE,R_3_3
Sample132_25,EMPTY,0,25,N19,TRUE,R_3_3
Sample132_100,EMPTY,0,100,O19,TRUE,R_3_3
Cells only,NEG2,0,1,P19,TRUE,R_3_3
Sample133_25,EMPTY,0,25,A20,TRUE,R_3_3
Sample133_100,EMPTY,0,100,B20,TRUE,R_3_3
Sample134_25,EMPTY,0,25,C20,TRUE,R_3_3
Sample134_100,EMPTY,0,100,D20,TRUE,R_3_3
Sample135_25,EMPTY,0,25,E20,TRUE,R_3_3
Sample135_100,EMPTY,0,100,F20,TRUE,R_3_3
NEG3_25,NEG1,0,25,G20,TRUE,R_3_3
Sample136_25,EMPTY,0,25,H20,TRUE,R_3_3
Sample136_100,EMPTY,0,100,I20,TRUE,R_3_3
Sample137_25,EMPTY,0,25,J20,TRUE,R_3_3
Sample137_100,EMPTY,0,100,K20,TRUE,R_3_3
Sample138_25,EMPTY,0,25,L20,TRUE,R_3_3
Sample138_100,EMPTY,0,100,M20,TRUE,R_3_3
Sample139_25,EMPTY,0,25,N20,TRUE,R_3_3
Sample139_100,EMPTY,0,100,O20,TRUE,R_3_3
Sample140_25,EMPTY,0,25,P20,TRUE,R_3_3
Sample140_100,EMPTY,0,100,A21,TRUE,R_3_3
Cells only,NEG2,0,1,B21,TRUE,R_3_3
Sample141_25,EMPTY,0,25,C21,TRUE,R_3_3
Sample141_100,EMPTY,0,100,D21,TRUE,R_3_3
Sample142_25,EMPTY,0,25,E21,TRUE,R_3_3
Sample142_100,EMPTY,0,100,F21,TRUE,R_3_3
NEG3_100,NEG1,0,100,G21,TRUE,R_3_3
Sample143_25,EMPTY,0,25,H21,TRUE,R_3_3
Sample143_100,EMPTY,0,100,I21,TRUE,R_3_3
Sample144_25,EMPTY,0,25,J21,TRUE,R_3_3
Sample144_100,EMPTY,0,100,K21,TRUE,R_3_3
Sample145_25,EMPTY,0,25,L21,TRUE,R_3_3
Sample145_100,EMPTY,0,100,M21,TRUE,R_3_3
Sample146_25,EMPTY,0,25,N21,TRUE,R_3_3
Sample146_100,EMPTY,0,100,O21,TRUE,R_3_3
Sample147_25,EMPTY,0,25,P21,TRUE,R_3_3
Sample147_100,EMPTY,0,100,A22,TRUE,R_3_3
Sample148_25,EMPTY,0,25,B22,TRUE,R_3_3
Sample148_100,EMPTY,0,100,C22,TRUE,R_3_3
Sample149_25,EMPTY,0,25,D22,TRUE,R_3_3
Sample149_100,EMPTY,0,100,E22,TRUE,R_3_3
Sample150_25,EMPTY,0,25,F22,TRUE,R_3_3
Sample150_100,EMPTY,0,100,G22,TRUE,R_3_3
Sample151_25,EMPTY,0,25,H22,TRUE,R_3_3
Sample151_100,EMPTY,0,100,I22,TRUE,R_3_3
Sample152_25,EMPTY,0,25,J22,TRUE,R_3_3
Sample152_100,EMPTY,0,100,K22,TRUE,R_3_3
NEG1_25,NEG1,0,25,L22,TRUE,R_3_3
Sample153_25,EMPTY,0,25,M22,TRUE,R_3_3
Sample153_100,EMPTY,0,100,N22,TRUE,R_3_3
Sample154_25,EMPTY,0,25,O22,TRUE,R_3_3
Sample154_100,EMPTY,0,100,P22,TRUE,R_3_3
Sample155_25,EMPTY,0,25,A23,TRUE,R_3_3
Sample155_100,EMPTY,0,100,B23,TRUE,R_3_3
Sample156_25,EMPTY,0,25,C23,TRUE,R_3_3
Sample156_100,EMPTY,0,100,D23,TRUE,R_3_3
POS1_25,POS1,0,25,E23,TRUE,R_3_3
Sample157_25,EMPTY,0,25,F23,TRUE,R_3_3
Sample157_100,EMPTY,0,100,G23,TRUE,R_3_3
Sample158_25,EMPTY,0,25,H23,TRUE,R_3_3
Sample158_100,EMPTY,0,100,I23,TRUE,R_3_3
Sample159_25,EMPTY,0,25,J23,TRUE,R_3_3
Sample159_100,EMPTY,0,100,K23,TRUE,R_3_3
NEG1_100,NEG1,0,100,L23,TRUE,R_3_3
Sample160_25,EMPTY,0,25,M23,TRUE,R_3_3
Sample160_100,EMPTY,0,100,N23,TRUE,R_3_3
Sample161_25,EMPTY,0,25,O23,TRUE,R_3_3
Sample161_100,EMPTY,0,100,P23,TRUE,R_3_3
EMPTY,EMPTY,0,0,A24,TRUE,R_3_3
Secondaries only,NEG3,0,1,B24,TRUE,R_3_3
Sample162_25,EMPTY,0,25,C24,TRUE,R_3_3
Sample162_100,EMPTY,0,100,D24,TRUE,R_3_3
POS1_100,POS1,0,100,E24,TRUE,R_3_3
Sample163_25,EMPTY,0,25,F24,TRUE,R_3_3
Sample163_100,EMPTY,0,100,G24,TRUE,R_3_3
Sample164_25,EMPTY,0,25,H24,TRUE,R_3_3
Sample164_100,EMPTY,0,100,I24,TRUE,R_3_3
anti-HIS/HA antibody,CTRL2,0,1,J24,TRUE,R_3_3
anti-HIS/HA antibody,CTRL2,0,1,K24,TRUE,R_3_3
Cells only,NEG2,0,1,L24,TRUE,R_3_3
Cells only,NEG2,0,1,M24,TRUE,R_3_3
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,N24,TRUE,R_3_3
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,O24,TRUE,R_3_3
BLANK,EMPTY,0,0,P24,TRUE,R_3_3
EMPTY,EMPTY,0,0,A1,TRUE,N_3_4
Sample1_25,S2020_039,1,25,B1,TRUE,N_3_4
Sample1_100,S2020_039,1,100,C1,TRUE,N_3_4
Sample2_25,S2020_039,2,25,D1,TRUE,N_3_4
Sample2_100,S2020_039,2,100,E1,TRUE,N_3_4
Sample3_25,S2020_040,1,25,F1,TRUE,N_3_4
Sample3_100,S2020_040,1,100,G1,TRUE,N_3_4
Sample4_25,S2020_040,2,25,H1,TRUE,N_3_4
Sample4_100,S2020_040,2,100,I1,TRUE,N_3_4
Secondaries only,NEG3,0,1,J1,TRUE,N_3_4
Sample5_25,S2020_040,3,25,K1,TRUE,N_3_4
Sample5_100,S2020_040,3,100,L1,TRUE,N_3_4
Sample6_25,S2020_040,4,25,M1,TRUE,N_3_4
Sample6_100,S2020_040,4,100,N1,TRUE,N_3_4
NEG3_25,NEG1,0,25,O1,TRUE,N_3_4
EMPTY,EMPTY,0,0,P1,TRUE,N_3_4
POS1_25,POS1,0,25,A2,TRUE,N_3_4
Sample7_25,S2020_040,5,25,B2,TRUE,N_3_4
Sample7_100,S2020_040,5,100,C2,TRUE,N_3_4
Sample8_25,S2020_041,1,25,D2,TRUE,N_3_4
anti-HIS/HA antibody,CTRL2,0,1,E2,TRUE,N_3_4
Sample8_100,S2020_041,1,100,F2,TRUE,N_3_4
Sample9_25,S2020_041,2,25,G2,TRUE,N_3_4
Sample9_100,S2020_041,2,100,H2,TRUE,N_3_4
Sample10_25,S2020_042,1,25,I2,TRUE,N_3_4
Sample10_100,S2020_042,1,100,J2,TRUE,N_3_4
Sample11_25,S2020_043,1,25,K2,TRUE,N_3_4
Sample11_100,S2020_043,1,100,L2,TRUE,N_3_4
Sample12_25,S2020_045,1,25,M2,TRUE,N_3_4
Sample12_100,S2020_045,1,100,N2,TRUE,N_3_4
NEG3_100,NEG1,0,100,O2,TRUE,N_3_4
Sample13_25,S2020_045,3,25,P2,TRUE,N_3_4
POS1_100,POS1,0,100,A3,TRUE,N_3_4
Sample13_100,S2020_045,3,100,B3,TRUE,N_3_4
Sample14_25,S2020_045,2,25,C3,TRUE,N_3_4
Sample14_100,S2020_045,2,100,D3,TRUE,N_3_4
Sample15_25,S2020_046,1,25,E3,TRUE,N_3_4
Sample15_100,S2020_046,1,100,F3,TRUE,N_3_4
Sample16_25,S2020_047,1,25,G3,TRUE,N_3_4
NEG2_25,NEG1,0,25,H3,TRUE,N_3_4
Sample16_100,S2020_047,1,100,I3,TRUE,N_3_4
Sample17_25,S2020_049,1,25,J3,TRUE,N_3_4
Sample17_100,S2020_049,1,100,K3,TRUE,N_3_4
Sample18_25,S2020_050,1,25,L3,TRUE,N_3_4
Sample18_100,S2020_050,1,100,M3,TRUE,N_3_4
Sample19_25,S2020_051,1,25,N3,TRUE,N_3_4
Sample19_100,S2020_051,1,100,O3,TRUE,N_3_4
Sample20_25,S2020_052,1,25,P3,TRUE,N_3_4
Sample20_100,S2020_052,1,100,A4,TRUE,N_3_4
Sample21_25,S2017_385,1,25,B4,TRUE,N_3_4
Sample21_100,S2017_385,1,100,C4,TRUE,N_3_4
Sample22_25,S2017_386,1,25,D4,TRUE,N_3_4
Sample22_100,S2017_386,1,100,E4,TRUE,N_3_4
Sample23_25,S2017_387,1,25,F4,TRUE,N_3_4
Sample23_100,S2017_387,1,100,G4,TRUE,N_3_4
NEG2_100,NEG1,0,100,H4,TRUE,N_3_4
Sample24_25,S2017_388,1,25,I4,TRUE,N_3_4
Sample24_100,S2017_388,1,100,J4,TRUE,N_3_4
Sample25_25,S2017_389,1,25,K4,TRUE,N_3_4
Sample25_100,S2017_389,1,100,L4,TRUE,N_3_4
Sample26_25,S2017_390,1,25,M4,TRUE,N_3_4
Sample26_100,S2017_390,1,100,N4,TRUE,N_3_4
POS2_25,POS2,0,25,O4,TRUE,N_3_4
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,P4,TRUE,N_3_4
Sample27_25,S2017_391,1,25,A5,TRUE,N_3_4
NEG1_25,NEG1,0,25,B5,TRUE,N_3_4
Sample27_100,S2017_391,1,100,C5,TRUE,N_3_4
Sample28_25,S2017_392,1,25,D5,TRUE,N_3_4
Sample28_100,S2017_392,1,100,E5,TRUE,N_3_4
Sample29_25,S2017_393,1,25,F5,TRUE,N_3_4
Sample29_100,S2017_393,1,100,G5,TRUE,N_3_4
Sample30_25,S2017_394,1,25,H5,TRUE,N_3_4
Sample30_100,S2017_394,1,100,I5,TRUE,N_3_4
Sample31_25,S2017_395,1,25,J5,TRUE,N_3_4
Sample31_100,S2017_395,1,100,K5,TRUE,N_3_4
Sample32_25,S2017_396,1,25,L5,TRUE,N_3_4
Sample32_100,S2017_396,1,100,M5,TRUE,N_3_4
Sample33_25,S2017_397,1,25,N5,TRUE,N_3_4
POS2_100,POS2,0,100,O5,TRUE,N_3_4
Sample33_100,S2017_397,1,100,P5,TRUE,N_3_4
Sample34_25,S2017_398,1,25,A6,TRUE,N_3_4
NEG1_100,NEG1,0,100,B6,TRUE,N_3_4
Sample34_100,S2017_398,1,100,C6,TRUE,N_3_4
Sample35_25,S2017_399,1,25,D6,TRUE,N_3_4
Sample35_100,S2017_399,1,100,E6,TRUE,N_3_4
Cells only,NEG2,0,1,F6,TRUE,N_3_4
Sample36_25,S2017_400,1,25,G6,TRUE,N_3_4
Sample36_100,S2017_400,1,100,H6,TRUE,N_3_4
Sample37_25,S2017_401,1,25,I6,TRUE,N_3_4
Sample37_100,S2017_401,1,100,J6,TRUE,N_3_4
Sample38_25,S2017_402,1,25,K6,TRUE,N_3_4
Sample38_100,S2017_402,1,100,L6,TRUE,N_3_4
Sample39_25,S2017_403,1,25,M6,TRUE,N_3_4
Sample39_100,S2017_403,1,100,N6,TRUE,N_3_4
Sample40_25,S2017_404,1,25,O6,TRUE,N_3_4
Sample40_100,S2017_404,1,100,P6,TRUE,N_3_4
Cells only,NEG2,0,1,A7,TRUE,N_3_4
Sample41_25,S2017_405,1,25,B7,TRUE,N_3_4
Sample41_100,S2017_405,1,100,C7,TRUE,N_3_4
Sample42_25,S2017_406,1,25,D7,TRUE,N_3_4
Sample42_100,S2017_406,1,100,E7,TRUE,N_3_4
Sample43_25,S2017_407,1,25,F7,TRUE,N_3_4
Sample43_100,S2017_407,1,100,G7,TRUE,N_3_4
Sample44_25,S2017_408,1,25,H7,TRUE,N_3_4
Sample44_100,S2017_408,1,100,I7,TRUE,N_3_4
